factor,date,rank_ic,samples,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,horizon,top_bottom
momentum_20d,2017-08-16,0.034341,80,-0.019977,-0.004508,0.009951,-0.009942,-0.000753,-0.016033,-0.004838,-0.013002,-0.007205,-0.008489,5,0.011488
momentum_20d,2017-08-17,-0.103962,80,0.000311,0.010609,0.008471,0.005882,-0.003685,-0.004598,-0.001065,-0.005153,-0.012347,0.010971,5,0.01066
momentum_20d,2017-08-18,-0.269902,80,0.026264,0.042097,0.025045,0.031327,0.023491,0.021312,0.018126,0.008471,0.008664,0.0219,5,-0.004364
momentum_20d,2017-08-21,-0.338889,80,0.063834,0.038991,0.069175,0.026276,0.055097,0.028954,0.034771,0.028084,0.046111,0.016985,5,-0.046849
momentum_20d,2017-08-22,-0.098312,80,0.056649,0.038972,0.046946,0.041833,0.054101,0.05273,0.041502,0.050441,0.039761,0.04125,5,-0.015399
momentum_20d,2017-08-23,-0.10443,80,0.055398,0.045851,0.041887,0.034209,0.074412,0.047091,0.053968,0.03478,0.048433,0.035057,5,-0.020341
momentum_20d,2017-08-24,-0.048195,80,0.01818,0.059611,0.044302,0.05656,0.032688,0.059649,0.043473,0.034317,0.045719,0.031017,5,0.012837
momentum_20d,2017-08-25,-0.014393,80,0.031352,0.017789,0.037848,0.028049,0.025121,0.057457,0.031009,0.040248,0.023525,0.02014,5,-0.011212
momentum_20d,2017-08-28,-0.156657,80,0.017859,0.036805,0.033485,0.0234,0.019566,-0.00803,0.0248,0.018954,0.014116,0.012205,5,-0.005653
momentum_20d,2017-08-29,-0.227426,80,0.016561,0.009292,0.03053,0.013981,0.033659,0.012203,0.015826,0.017639,-0.001952,-0.005372,5,-0.021933
momentum_20d,2017-08-30,-0.343952,80,0.01279,0.018405,0.006506,0.007363,0.006509,0.011099,0.000799,-0.000398,-0.01079,-0.005747,5,-0.018537
momentum_20d,2017-08-31,-0.219339,80,-0.005902,0.009315,0.00233,-0.016549,0.003579,-0.020962,0.001296,-0.010509,-0.013632,-0.021654,5,-0.015751
momentum_20d,2017-09-01,-0.23188,80,-0.027985,-0.029571,-0.045573,-0.031134,-0.041476,-0.037894,-0.044655,-0.043403,-0.052134,-0.037145,5,-0.00916
momentum_20d,2017-09-04,-0.020511,80,-0.017358,-0.0383,-0.034325,-0.031083,-0.008571,-0.029098,-0.028518,-0.026352,-0.019945,-0.030652,5,-0.013294
momentum_20d,2017-09-05,-0.113361,80,-0.001584,-0.032957,-0.019071,-0.032402,-0.02324,-0.007014,-0.028077,-0.020348,-0.030032,-0.022406,5,-0.020822
momentum_20d,2017-09-06,-0.042522,80,0.008633,-0.001745,-0.010954,0.003947,0.008402,0.013935,0.003241,-0.005975,-0.00853,0.009214,5,0.000581
momentum_20d,2017-09-07,-0.063526,80,0.019048,0.005878,0.01332,0.004912,0.008792,0.007223,0.015236,0.004593,0.00867,0.009755,5,-0.009293
momentum_20d,2017-09-08,-0.128762,80,0.014095,0.024127,0.012126,0.00246,0.018156,0.024139,0.013319,0.032393,0.011082,-0.007937,5,-0.022031
momentum_20d,2017-09-11,-0.283497,80,0.027913,0.002385,0.00576,-0.007162,-0.001419,-0.002448,0.003923,-0.000985,-0.002976,-0.014031,5,-0.041945
momentum_20d,2017-09-12,-0.234857,80,-0.002683,-0.004482,0.000163,-0.004828,-0.021805,-0.010467,-0.009345,-0.010651,-0.012224,-0.023896,5,-0.021213
momentum_20d,2017-09-13,-0.287084,80,-0.021451,-0.018963,-0.030398,-0.01547,-0.018344,-0.014484,-0.028993,-0.047774,-0.050294,-0.033702,5,-0.012251
momentum_20d,2017-09-14,-0.055368,80,-0.014437,-0.027468,-0.031605,-0.041035,-0.019709,-0.00102,-0.020691,-0.032454,-0.024476,-0.038556,5,-0.024119
momentum_20d,2017-09-15,-0.252602,80,-0.003515,0.001077,-0.004974,-0.004905,-0.006453,-0.014832,-0.025668,-0.018448,-0.004725,-0.01614,5,-0.012625
momentum_20d,2017-09-18,0.071941,80,-0.003678,-0.022146,-0.018586,-0.025198,-0.012769,-0.014454,-0.002937,-0.013084,-0.017596,-0.007893,5,-0.004215
momentum_20d,2017-09-19,0.013502,80,-0.008561,-0.002449,-0.029823,-0.027492,-0.010731,-0.028794,-0.020944,-0.015474,3.1e-05,-0.014453,5,-0.005892
momentum_20d,2017-09-20,-0.091421,80,0.011076,-0.010816,-0.029082,-0.023038,-0.008585,-0.022843,-0.015295,-0.011981,-0.004536,-0.023056,5,-0.034132
momentum_20d,2017-09-21,0.061721,80,-0.014085,-0.015992,-0.017605,-0.013593,-0.024481,-0.02011,-0.020164,-0.000509,-0.01271,-0.014911,5,-0.000826
momentum_20d,2017-09-22,0.244444,80,-0.011312,-0.02049,-0.001596,-0.030652,-0.00804,-0.014157,0.010797,-0.007886,-0.007762,0.004536,5,0.015848
momentum_20d,2017-09-25,0.134412,80,-0.018943,-0.038516,-0.019495,-0.020433,-0.030635,-0.029779,-0.018341,-0.03414,-0.016607,-0.009215,5,0.009728
momentum_20d,2017-09-26,-0.058861,80,-0.021921,-0.002515,-0.027297,-0.027117,-0.020033,-0.028186,-0.032201,-0.024475,-0.011201,-0.025876,5,-0.003956
momentum_20d,2017-09-27,-0.020323,80,-0.022586,-0.015322,0.001321,-0.010062,-0.015881,-0.021888,-0.030788,-0.011053,-0.020455,-0.007317,5,0.015268
momentum_20d,2017-09-28,-0.032302,80,-0.023349,-0.016012,-0.019396,-0.017228,0.001866,-0.023024,-0.015637,-0.01571,-0.019162,-0.024049,5,-0.0007
momentum_20d,2017-09-29,0.088795,80,-0.032939,-0.02644,-0.048153,-0.017255,-0.033529,-0.025882,-0.037462,-0.020868,-0.022769,-0.028817,5,0.004122
momentum_20d,2017-10-02,-0.039686,80,0.008447,0.006799,0.006057,0.002718,0.008006,0.009027,0.001345,-0.006018,0.022509,-0.001312,5,-0.009759
momentum_20d,2017-10-03,0.134435,80,0.003579,0.022694,0.026626,0.014535,0.021496,0.018955,0.016506,0.003098,0.01693,0.03535,5,0.031771
momentum_20d,2017-10-04,-0.022879,80,0.00141,0.015422,0.015383,0.006221,0.017565,-0.000424,0.015635,0.006927,0.013623,0.006042,5,0.004633
momentum_20d,2017-10-05,-0.037225,80,-0.001261,-0.001397,-0.002371,-0.008004,0.01362,0.000672,0.003714,0.013019,-0.017973,-0.00319,5,-0.001929
momentum_20d,2017-10-06,-0.009541,80,0.000926,-0.010843,-0.009264,0.005799,0.00461,-0.002844,0.006783,-0.006562,0.003395,-0.013598,5,-0.014523
momentum_20d,2017-10-09,-0.00586,80,-0.012351,-0.006918,0.002701,-0.010601,0.000239,0.001645,-0.00641,-0.003094,-0.001244,-0.00408,5,0.008271
momentum_20d,2017-10-10,-0.023605,80,-0.007667,-0.013677,-0.003695,0.007766,-0.024434,-0.007423,-0.003546,-0.01588,-0.004475,-0.008403,5,-0.000735
momentum_20d,2017-10-11,-0.02023,80,-0.024331,-0.018564,-0.023674,-0.012161,-0.01545,-0.011372,-0.006869,-0.013597,-0.030425,-0.023004,5,0.001327
momentum_20d,2017-10-12,0.076957,80,-0.026806,-0.017193,-0.02599,-0.011606,-0.018424,-0.020929,-0.006816,-0.019466,-0.015577,-0.025818,5,0.000988
momentum_20d,2017-10-13,0.059611,80,-0.020033,-0.012704,-0.007354,-0.006866,-0.019545,-0.003368,-0.0087,-0.015324,-0.01086,-0.007439,5,0.012594
momentum_20d,2017-10-16,-0.128036,80,-0.015013,-0.016377,-0.010769,-0.02323,-0.025414,-0.006443,-0.011804,-0.027345,-0.02197,-0.033446,5,-0.018433
momentum_20d,2017-10-17,-0.116503,80,-0.01658,-0.017082,-0.020917,-0.005268,-0.01935,-0.019229,-0.024463,-0.027319,-0.027477,-0.016317,5,0.000263
momentum_20d,2017-10-18,-0.206634,80,0.000725,0.010041,0.005219,0.015588,-0.003543,-0.010083,0.009218,-0.00868,-0.030747,0.003298,5,0.002573
momentum_20d,2017-10-19,-0.134388,80,0.041282,0.030593,0.029863,0.025727,0.029645,0.030191,0.022368,0.018556,0.025404,0.029886,5,-0.011396
momentum_20d,2017-10-20,-0.17391,80,0.040758,0.049752,0.0338,0.02559,0.027568,0.026705,0.031645,0.034936,0.02967,0.022881,5,-0.017876
momentum_20d,2017-10-23,-0.075246,80,0.030247,0.027808,0.024682,0.014913,0.025053,0.02286,0.032708,0.014407,0.004154,0.035076,5,0.004829
momentum_20d,2017-10-24,0.013526,80,0.014844,0.024139,0.043307,0.013461,0.016259,0.024953,0.02087,0.02211,0.023783,0.021122,5,0.006277
momentum_20d,2017-10-25,-0.005977,80,0.013837,0.010501,0.012363,0.021376,-0.011476,0.014089,0.018189,0.011653,0.023833,0.010765,5,-0.003072
momentum_20d,2017-10-26,0.034459,80,-0.018844,-0.010449,0.005579,-0.006799,-0.017317,-0.011697,-0.002817,-0.015293,-0.005494,-0.005916,5,0.012928
momentum_20d,2017-10-27,0.099133,80,-0.019546,-0.013648,-0.017372,-0.02348,-0.004239,0.006797,-0.021431,-0.010239,-0.011873,-0.002,5,0.017546
momentum_20d,2017-10-30,0.005016,80,-0.028505,-0.033627,-0.026699,-0.013252,-0.024657,-0.024423,-0.002884,-0.011292,-0.031621,-0.034272,5,-0.005767
momentum_20d,2017-10-31,0.004594,80,-0.013686,-0.0327,-0.012319,-0.018827,-0.01042,-0.016389,-0.033329,-0.025876,-0.014318,-0.020292,5,-0.006606
momentum_20d,2017-11-01,-0.020441,80,-0.0017,-0.011517,-0.01376,-0.010221,-0.006369,-0.012723,-0.006649,-0.012958,-0.007067,-0.011475,5,-0.009775
momentum_20d,2017-11-02,-0.035138,80,0.008315,-0.004661,0.0056,0.0035,0.020566,0.008629,0.004332,0.007647,0.001336,0.000799,5,-0.007516
momentum_20d,2017-11-03,-0.091374,80,-0.010402,-0.014443,-0.009536,-0.009371,-0.01986,-0.009079,-0.017182,-0.010534,-0.023936,-0.01555,5,-0.005149
momentum_20d,2017-11-06,-0.124051,80,0.010596,0.014317,0.013271,-0.004886,0.00165,0.01351,-0.00249,-0.00626,-0.003277,0.005471,5,-0.005125
momentum_20d,2017-11-07,-0.055649,80,-0.00711,-0.000917,0.008391,0.009859,-0.002615,-0.008908,-0.007562,-0.012139,-0.004599,-0.000997,5,0.006113
momentum_20d,2017-11-08,-0.018636,80,0.008476,0.006552,0.005707,0.015819,0.02158,0.012135,-0.003311,0.005039,0.009023,0.011475,5,0.002999
momentum_20d,2017-11-09,-0.076418,80,-0.007329,-0.000826,-0.002924,-0.013523,-0.001084,-0.010581,-0.007567,-0.012348,-0.013524,-0.008432,5,-0.001103
momentum_20d,2017-11-10,-0.1812,80,2.1e-05,0.007517,-0.004913,-0.007424,0.003561,-0.010443,-0.006431,-0.004257,-0.006367,-0.021409,5,-0.02143
momentum_20d,2017-11-13,-0.16369,80,-0.00894,0.021712,-0.004427,0.001266,0.002894,-0.01123,-0.022144,-0.006158,-0.004583,-0.006961,5,0.001979
momentum_20d,2017-11-14,-0.147562,80,-0.014242,-0.007122,0.00269,-0.006953,-0.007939,-0.023601,-0.003391,-0.024057,-0.00383,-0.016901,5,-0.002659
momentum_20d,2017-11-15,-0.07105,80,-0.044418,-0.015918,-0.029695,-0.044254,-0.039719,-0.036716,-0.03792,-0.025474,-0.046668,-0.041368,5,0.00305
momentum_20d,2017-11-16,0.053797,80,-0.026834,-0.015035,-0.016102,-0.01259,-0.029182,-0.003203,-0.020892,-0.006784,-0.010285,-0.02443,5,0.002404
momentum_20d,2017-11-17,0.002813,80,-0.002199,-0.011039,0.004794,-0.004915,0.012131,-0.007359,-0.001267,-0.005728,-0.002295,0.001743,5,0.003942
momentum_20d,2017-11-20,0.001008,80,-0.02643,-0.043799,-0.058364,-0.029556,-0.036732,-0.033187,-0.043784,-0.024586,-0.046884,-0.032255,5,-0.005825
momentum_20d,2017-11-21,-0.059119,80,-0.036776,-0.050154,-0.015394,-0.02145,-0.036763,-0.042641,-0.042888,-0.044004,-0.026743,-0.037989,5,-0.001212
momentum_20d,2017-11-22,-0.054571,80,-0.023131,-0.044976,-0.02201,-0.032068,-0.03425,-0.040524,-0.025164,-0.019782,-0.03528,-0.040586,5,-0.017455
momentum_20d,2017-11-23,-0.212541,80,-0.024489,-0.027885,-0.042977,-0.021238,-0.058114,-0.05009,-0.018943,-0.020569,-0.054582,-0.05065,5,-0.026161
momentum_20d,2017-11-24,-0.051969,80,-0.03107,-0.021335,-0.02852,-0.025646,-0.025459,-0.030051,-0.018829,-0.022222,-0.02975,-0.034804,5,-0.003735
momentum_20d,2017-11-27,0.092405,80,0.015144,0.000633,0.035325,0.025761,0.025582,0.037698,0.02162,0.027573,0.018087,0.020872,5,0.005728
momentum_20d,2017-11-28,-0.103657,80,0.05997,0.025398,0.032966,0.039084,0.028635,0.037391,0.035108,0.027626,0.057327,0.019666,5,-0.040303
momentum_20d,2017-11-29,0.123113,80,0.032953,0.03531,0.033988,0.024749,0.044868,0.039583,0.036715,0.045437,0.060884,0.024348,5,-0.008604
momentum_20d,2017-11-30,-0.106681,80,0.02369,0.02742,0.026319,0.025041,0.014663,0.039555,0.020935,0.016866,0.026438,0.006598,5,-0.017092
momentum_20d,2017-12-01,0.047211,80,0.004975,-0.004198,-0.015859,-0.004142,0.005122,-0.000615,0.005595,0.00566,0.005354,-0.006041,5,-0.011016
momentum_20d,2017-12-04,-0.097445,80,-0.017974,-0.010303,0.003829,-0.020403,-0.033382,-0.025081,-0.004679,-0.018368,-0.00691,-0.030285,5,-0.012311
momentum_20d,2017-12-05,-0.115612,80,-0.00357,-0.007829,0.001796,-0.013659,-0.018737,-0.031162,-0.023063,0.001266,-0.011071,-0.013229,5,-0.009659
momentum_20d,2017-12-06,-0.073277,80,-0.010816,0.001855,-0.038563,-0.008329,-0.019866,-0.035967,-0.020594,-0.025677,-0.015045,-0.009138,5,0.001678
momentum_20d,2017-12-07,-0.067886,80,-0.002157,0.002363,-0.024708,0.012245,-0.005267,-0.013323,-0.018756,-0.021092,-0.012383,0.002269,5,0.004426
momentum_20d,2017-12-08,-0.087225,80,0.0141,0.019157,0.01563,0.009069,0.017076,0.007449,0.027943,0.011422,-0.001026,0.020377,5,0.006277
momentum_20d,2017-12-11,-0.028153,80,0.013171,0.009828,0.013493,0.009707,0.017339,0.020925,0.016592,0.008956,0.008386,0.008497,5,-0.004674
momentum_20d,2017-12-12,-0.087318,80,0.023422,0.038761,0.048238,0.037897,0.032576,0.023453,0.058953,0.041499,0.022647,0.02316,5,-0.000262
momentum_20d,2017-12-13,-0.114557,80,0.052204,0.064217,0.057109,0.057806,0.049304,0.068127,0.055775,0.054652,0.062766,0.034382,5,-0.017822
momentum_20d,2017-12-14,-0.121027,80,0.045316,0.058252,0.078975,0.060465,0.065674,0.047123,0.051991,0.041574,0.064102,0.037571,5,-0.007745
momentum_20d,2017-12-15,-0.107478,80,0.047769,0.045817,0.048614,0.055713,0.053107,0.050494,0.040169,0.035443,0.043652,0.041367,5,-0.006402
momentum_20d,2017-12-18,-0.194069,80,0.047574,0.027894,0.042529,0.058198,0.048045,0.04939,0.027971,0.022453,0.033498,0.031307,5,-0.016267
momentum_20d,2017-12-19,-0.194093,80,0.009834,-0.010132,-0.003223,0.022629,-0.012915,-0.004778,-0.014698,-0.011381,-0.005715,-0.010016,5,-0.019849
momentum_20d,2017-12-20,-0.135912,80,-0.000766,0.00536,-0.004487,-0.006448,-0.002751,-0.009165,-0.021506,0.002585,-0.021664,-0.000449,5,0.000318
momentum_20d,2017-12-21,-0.168847,80,0.025403,0.000414,0.008293,-0.005849,0.002191,-0.000222,0.002256,-0.004151,-0.006636,0.00657,5,-0.018833
momentum_20d,2017-12-22,-0.13263,80,0.008439,0.00972,-0.011886,0.007705,-0.002181,-0.009598,-0.023717,-0.010836,-0.010808,0.008367,5,-7.2e-05
momentum_20d,2017-12-25,-0.090788,80,0.031357,0.013224,0.0,0.010824,0.012657,0.001982,0.016038,0.011258,0.002419,0.008913,5,-0.022445
momentum_20d,2017-12-26,-0.127028,80,0.026815,0.022551,0.010309,0.01462,0.022516,0.017386,0.015767,0.01843,0.008413,0.015211,5,-0.011604
momentum_20d,2017-12-27,-0.16383,80,0.038973,0.044228,0.025085,0.037103,0.026278,-0.000229,0.031605,0.039399,0.019021,0.017634,5,-0.021339
momentum_20d,2017-12-28,0.024848,80,0.022258,0.012707,0.017136,0.018657,0.012242,0.022547,0.011137,0.021291,0.025137,0.012567,5,-0.009691
momentum_20d,2017-12-29,0.043507,80,0.026329,0.017363,0.026272,0.016449,0.031552,0.047016,0.021151,0.024214,0.026064,0.023099,5,-0.00323
momentum_20d,2018-01-01,0.053821,80,0.018686,0.016155,0.028408,0.015587,0.009621,0.014791,0.033215,0.024585,0.013147,0.014072,5,-0.004614
momentum_20d,2018-01-02,0.125363,80,0.026415,0.002678,-0.003828,0.000154,0.021271,-0.002441,0.020854,0.014665,0.019026,0.006943,5,-0.019472
momentum_20d,2018-01-03,0.058158,80,-0.0075,-0.013978,-0.003214,-0.006212,-0.009038,0.006027,-0.007943,-0.007253,-0.006795,-0.008943,5,-0.001444
momentum_20d,2018-01-04,-0.04557,80,0.011403,0.017922,0.009541,0.020519,0.020093,0.009839,0.019198,0.016862,0.00996,0.005127,5,-0.006275
momentum_20d,2018-01-05,-0.191444,80,0.007177,0.019832,0.000117,-0.004845,0.011568,0.006369,0.014719,-0.013785,-0.010145,-0.0001,5,-0.007277
momentum_20d,2018-01-08,-0.044562,80,0.022189,0.010321,0.02425,0.008383,0.001658,0.014794,0.021081,0.001469,0.006148,0.022311,5,0.000122
momentum_20d,2018-01-09,-0.02309,80,0.023782,0.049287,0.028491,0.027792,0.036372,0.028083,0.016256,0.032089,0.044769,0.027861,5,0.004078
momentum_20d,2018-01-10,-0.035935,80,-0.001853,0.021746,0.03284,0.025151,0.026947,0.001674,0.01407,0.008248,0.014085,0.012851,5,0.014704
momentum_20d,2018-01-11,0.19278,80,-0.003398,-0.007335,-0.008705,0.011935,0.007764,0.005136,-0.007061,0.003613,0.008228,0.011624,5,0.015022
momentum_20d,2018-01-12,-0.000281,80,-0.008771,0.002977,0.007551,-0.012061,0.005314,-0.019818,-0.001486,-0.007123,-0.003715,0.003152,5,0.011922
momentum_20d,2018-01-15,-0.088701,80,-0.012672,-0.012837,-0.003163,-0.000628,-0.005946,-0.015803,-0.02562,-0.021197,-0.001124,-0.02159,5,-0.008918
momentum_20d,2018-01-16,-0.034787,80,-0.022693,-0.016875,-0.021952,-0.022965,-0.028679,-0.029848,-0.012202,-0.031807,-0.012295,-0.030017,5,-0.007324
momentum_20d,2018-01-17,0.047703,80,-0.014031,0.012984,0.008077,-0.006241,-0.021789,-0.01438,-0.009678,-0.003797,0.0055,0.004719,5,0.01875
momentum_20d,2018-01-18,-0.069386,80,-0.000269,-0.004621,0.0092,-0.022323,-0.026897,0.002875,-0.021629,-0.003726,-0.013048,-0.008589,5,-0.008319
momentum_20d,2018-01-19,0.034623,80,0.010614,0.006463,-0.007589,-0.005561,0.000192,-0.005904,0.008137,-0.004592,-0.011539,0.012725,5,0.002111
momentum_20d,2018-01-22,-0.10211,80,-0.009233,-0.011708,0.011118,-0.003676,-0.003841,-0.006158,-0.020439,-0.018769,-0.014887,-0.005769,5,0.003463
momentum_20d,2018-01-23,-0.076512,80,-0.011656,-0.00078,-0.011187,-0.015179,0.000177,-0.020106,-0.017327,-0.021554,-0.016221,-0.006622,5,0.005034
momentum_20d,2018-01-24,-0.314674,80,0.006209,-0.023744,-0.013314,-0.019917,-0.041204,-0.026752,-0.012642,-0.04494,-0.029325,-0.036792,5,-0.043002
momentum_20d,2018-01-25,-0.206728,80,-0.001128,-0.010543,-0.019199,-0.023433,-0.012377,-0.01685,-0.015291,-0.022937,-0.020948,-0.024179,5,-0.023052
momentum_20d,2018-01-26,-0.124215,80,0.014951,-0.002825,-0.008349,0.005355,-0.011634,-0.014174,0.020789,-0.004439,-0.006164,-0.008767,5,-0.023718
momentum_20d,2018-01-29,-0.191444,80,0.023605,0.013137,0.011421,-0.009069,0.004106,0.014193,0.010699,-0.006822,-9.1e-05,0.001758,5,-0.021847
momentum_20d,2018-01-30,-0.29271,80,0.034698,0.024515,0.043089,0.038526,0.017919,0.013012,0.031782,0.013093,0.013773,0.009823,5,-0.024876
momentum_20d,2018-01-31,-0.097117,80,0.052216,0.057686,0.048808,0.056883,0.044818,0.052947,0.028264,0.049379,0.03641,0.05172,5,-0.000496
momentum_20d,2018-02-01,-0.140999,80,0.045895,0.019231,0.031142,0.008205,0.01793,0.02238,0.016846,0.021797,0.030687,0.009752,5,-0.036144
momentum_20d,2018-02-02,-0.25933,80,0.003885,-0.012287,-0.005174,-0.004627,0.008141,-0.0174,-0.014517,-0.015907,-0.008001,-0.024621,5,-0.028506
momentum_20d,2018-02-05,-0.210666,80,-0.001655,-0.008404,0.000786,-0.01034,0.009679,-0.010241,-0.037204,-0.013764,-0.035469,7.1e-05,5,0.001726
momentum_20d,2018-02-06,0.089522,80,-0.027605,-0.038924,-0.038901,-0.036026,-0.037631,-0.037121,-0.039701,-0.023861,-0.026927,-0.036164,5,-0.008559
momentum_20d,2018-02-07,-0.105438,80,-0.048931,-0.05113,-0.045506,-0.030481,-0.047674,-0.046497,-0.041359,-0.034237,-0.05639,-0.062025,5,-0.013094
momentum_20d,2018-02-08,-0.146882,80,-0.022791,-0.046605,-0.055042,-0.049154,-0.026925,-0.040284,-0.024536,-0.038264,-0.058636,-0.061508,5,-0.038718
momentum_20d,2018-02-09,-0.092171,80,-0.033531,-0.040171,-0.021376,-0.042507,-0.041595,-0.025113,-0.041529,-0.034072,-0.029234,-0.051096,5,-0.017565
momentum_20d,2018-02-12,-0.194398,80,-0.034754,-0.028108,-0.044592,-0.038152,-0.034039,-0.048508,-0.053854,-0.028737,-0.062987,-0.046896,5,-0.012141
momentum_20d,2018-02-13,-0.264463,80,-0.005324,-0.02346,-0.01445,-0.013399,-0.023905,-0.024286,-0.027737,-0.031725,-0.023437,-0.037319,5,-0.031995
momentum_20d,2018-02-14,-0.19646,80,-0.029302,-0.002399,-0.025454,-0.026056,-0.026892,-0.028826,-0.043777,-0.041204,-0.035443,-0.018417,5,0.010885
momentum_20d,2018-02-15,-0.196156,80,-0.003503,-0.009086,-0.026813,-0.029172,-0.02712,-0.036236,-0.039004,-0.036242,-0.033396,-0.008149,5,-0.004646
momentum_20d,2018-02-16,-0.009517,80,-0.032194,-0.01573,-0.017922,-0.015309,0.001269,-0.025905,-0.024085,-0.038817,-0.012124,-0.01751,5,0.014684
momentum_20d,2018-02-19,-0.112611,80,0.013691,0.01517,0.024075,0.012214,0.027116,0.009615,0.007492,0.017853,0.013235,0.002052,5,-0.011639
momentum_20d,2018-02-20,-0.229184,80,0.020743,0.037372,0.031085,0.006201,0.010549,0.017618,0.006882,0.013456,0.006397,0.004802,5,-0.015941
momentum_20d,2018-02-21,-0.135795,80,0.01257,-0.00339,0.008174,0.003399,0.003852,-0.005745,0.019843,0.001935,-0.01444,-0.002271,5,-0.014841
momentum_20d,2018-02-22,-0.127262,80,0.008716,0.025225,0.033026,0.006926,0.020855,-0.000758,0.02917,0.005674,0.008006,0.00463,5,-0.004086
momentum_20d,2018-02-23,-0.104852,80,0.043114,0.050327,0.055866,0.039171,0.042569,0.032828,0.036509,0.02247,0.043881,0.042223,5,-0.000891
momentum_20d,2018-02-26,-0.045898,80,0.012757,0.009301,0.026509,0.008974,0.013089,0.01541,0.004129,0.008023,0.019139,0.004882,5,-0.007875
momentum_20d,2018-02-27,0.02602,80,0.023225,0.01346,0.026195,0.012693,0.01539,0.011345,0.026201,0.02114,0.020486,0.018514,5,-0.004711
momentum_20d,2018-02-28,-0.061088,80,0.052809,0.046035,0.050851,0.041625,0.033678,0.048644,0.050743,0.040638,0.05775,0.034213,5,-0.018596
momentum_20d,2018-03-01,0.090014,80,0.047914,0.071422,0.049,0.033675,0.045256,0.06278,0.05463,0.049227,0.062125,0.061781,5,0.013867
momentum_20d,2018-03-02,0.010408,80,0.028847,0.044637,0.041218,0.04523,0.048305,0.036579,0.048197,0.034678,0.061798,0.027631,5,-0.001217
momentum_20d,2018-03-05,-0.041327,80,0.042413,0.050419,0.047377,0.047003,0.024528,0.048244,0.032045,0.038932,0.043802,0.040696,5,-0.001717
momentum_20d,2018-03-06,-0.000703,80,0.035265,0.031335,0.023237,0.031161,0.02894,0.02459,0.020972,0.0318,0.037355,0.023236,5,-0.012029
momentum_20d,2018-03-07,-0.001969,80,0.028542,0.020963,0.029131,0.005149,0.018336,0.00974,0.013822,0.031402,0.023554,0.015691,5,-0.012852
momentum_20d,2018-03-08,-0.015049,80,0.019306,0.020781,0.003501,-0.007916,0.001618,0.023342,0.001864,-0.01022,0.008015,0.020023,5,0.000718
momentum_20d,2018-03-09,0.038889,80,0.002213,-0.008652,0.011114,0.010163,-0.009747,-0.008015,0.003707,0.010549,-0.012421,0.010448,5,0.008235
momentum_20d,2018-03-12,0.151266,80,-0.01217,-0.019732,-0.020768,-0.008845,-0.005845,-0.02232,-0.014008,-0.018666,-0.002313,0.000783,5,0.012953
momentum_20d,2018-03-13,0.187412,80,-0.021386,-0.018017,-0.018791,-0.012644,-0.022292,-0.011703,-0.024831,-0.01051,0.006478,-0.003817,5,0.017569
momentum_20d,2018-03-14,0.180849,80,-0.00987,-0.011617,-0.024925,-0.020054,-0.005292,-0.018896,-0.006457,-0.009949,-0.000903,-0.000303,5,0.009567
momentum_20d,2018-03-15,0.054454,80,-0.014057,-0.008242,-0.009547,-0.019705,-0.006089,0.007112,-0.016558,-0.007472,-0.001674,-0.013077,5,0.000979
momentum_20d,2018-03-16,0.03774,80,-0.010577,-0.006393,-0.019846,-0.033268,-0.012952,-0.025855,0.009118,-0.000666,-0.021083,-0.015525,5,-0.004948
momentum_20d,2018-03-19,0.054407,80,-0.002363,0.009327,0.001842,-0.005219,-0.000636,-0.002635,-0.006685,0.010345,-0.001289,0.011571,5,0.013934
momentum_20d,2018-03-20,0.057384,80,-0.002177,0.0076,0.006784,-0.000706,-0.003948,0.010798,-0.011276,0.004342,0.004736,0.016177,5,0.018353
momentum_20d,2018-03-21,0.056798,80,0.014387,-0.009535,0.00027,-0.003972,-0.017672,0.004628,0.001585,-0.006642,0.000262,0.010138,5,-0.004248
momentum_20d,2018-03-22,0.236053,80,-0.022226,-0.004745,-0.013763,-0.027683,-0.01108,-0.02256,0.008586,-0.008666,-0.01016,0.008717,5,0.030944
momentum_20d,2018-03-23,-0.010314,80,-0.006312,0.002055,-0.018775,-0.020446,-0.033419,-0.016523,-0.00745,-0.020141,-0.010591,-0.007212,5,-0.0009
momentum_20d,2018-03-26,0.06294,80,-0.009517,0.00267,-0.02466,-0.02233,-0.033095,-0.015546,-0.021745,-0.010147,-0.010098,-0.004732,5,0.004785
momentum_20d,2018-03-27,-0.137365,80,0.010621,-0.001485,-0.011029,-0.019915,-0.038312,-0.025655,-0.014018,-0.008742,-0.012978,-0.005825,5,-0.016446
momentum_20d,2018-03-28,-0.133263,80,-0.01256,-0.02156,-0.01477,-0.025016,-0.034414,-0.053401,-0.033185,-0.042091,-0.009145,-0.02447,5,-0.01191
momentum_20d,2018-03-29,-0.053282,80,-0.010384,0.007649,-0.016671,-0.014264,-0.024585,-0.02739,-0.022895,-0.017587,-0.008503,-0.000997,5,0.009387
momentum_20d,2018-03-30,-0.074332,80,-0.015487,-0.00416,-0.012808,-0.016118,0.004408,-0.032831,-0.015844,-0.024477,-0.006903,-0.009638,5,0.005849
momentum_20d,2018-04-02,-0.131177,80,-0.023522,-0.014808,-0.033554,-0.026944,-0.013742,-0.023624,-0.028432,-0.028495,-0.035097,-0.029938,5,-0.006417
